,title,company,salary,summary
43,Administrator or Dean Positions,Sports Leadership and Management Charter School,"$55,000 - $100,000 a year","SLAM provides students with unique access to career mentors, athletes as role models, and executive internships through educational partnerships with local and…"
44,,U.S. Customs and Border Protection,,"Search Terms: *airport customs, armed security, army, bike patrol, border patrol, border security, coast guard, customs and immigration, customs officer, dhs,…"
45,Mission Support Specialist,US Department of Homeland Security,"$46,083 - $59,907 a year","Coordinating office moves and telephone service requirements, monitoring usage of government/company owned motor vehicles."
46,Teachers - All Subject Areas (1 Year Experience Required),Sports Leadership and Management Charter School,"$42,000 - $80,000 a year","SLAM provides students with unique access to career mentors, athletes as role models, and executive internships through educational partnerships with local and…"
47,Auto Glass Technician Trainee - $17/hr,Safelite Fulfillment Inc,$17 an hour,This includes obeying all traffic laws and regulations and maintaining a valid driver's license with a driving record that falls within the Company requirements…
48,Front Desk Receptionist / Team Member (Full-Time),Gee Beauty,$18 - $24 an hour,"Process payments and rebook services.2+ years of customer service experience in a retail environment (experience in beauty, skincare or hospitality an asset)…"
49,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
50,Delivery Driver for Amazon Flex,Amazon Flex,$15 - $30 an hour,"Smiles for miles and miles, backed by Amazon.*."
51,Administrator or Dean Positions,Sports Leadership and Management Charter School,"$55,000 - $100,000 a year","SLAM provides students with unique access to career mentors, athletes as role models, and executive internships through educational partnerships with local and…"
52,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
53,Furniture Mover with Bellhop,Bellhop,From $26 an hour,"Make Great Money- Make $26+ per hour as a Driver/Mover OR up to $21 per hour as a General Mover, including tips and bonuses."
54,,Safelite Fulfillment Inc,$17 an hour,This includes obeying all traffic laws and regulations and maintaining a valid driver's license with a driving record that falls within the Company requirements…
55,Warehouse/Shopper Team Member,Amazon HVH,,"If you need flexibility in your schedule, this job allows you to choose from available shifts each week to create your own.Work a set, full-time schedule."
56,Restaurant Server,Hillstone - Coral Gables,$150 - $500 a day,"Previous experience not required; In depth training provided from the outset.Competitive compensation, averaging between $200-$500 in tips per shift."
57,"Sales, Cashier and Stockroom Associates",ZARA,,The sales associate is responsible for greeting and assisting the customers as well as maintaining the appearance of the store and the merchandise.
58,Order Selector | 2nd Shift | Monday-Friday| $16/hour,Bunzl,$16 an hour,"The Warehouse Order Selector will perform a variety of functions that may include receiving and processing incoming stock, picking and filling orders from stock…"
59,Swim Instructor $35-45 per hour,Swimming School of Miami,$35 - $45 an hour,"Water Safety Instructor (WSI) certification recommended, but not required.Swimming School Miami are looking for experienced, reliable, kid-friendly and…"
60,Smoothie Prep,Pura Vida Miami,Up to $14 an hour,You will be responsible for taking guests orders on the POS ensuring all transactions are accurate and complete.Earn additional compensation in tips.
61,Front Desk Receptionist / Team Member (Full-Time),Gee Beauty,$18 - $24 an hour,"Process payments and rebook services.2+ years of customer service experience in a retail environment (experience in beauty, skincare or hospitality an asset)…"
62,Part-Time Cashier,ALDI,$13.50 an hour,Meet any state and local requirements for handling and selling alcoholic beverages.Adheres to cash policies and procedures to minimize losses.
63,Mission Support Specialist,US Department of Homeland Security,"$46,083 - $59,907 a year","Coordinating office moves and telephone service requirements, monitoring usage of government/company owned motor vehicles."
64,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
65,Delivery Driver for Amazon Flex,Amazon Flex,$15 - $30 an hour,"Smiles for miles and miles, backed by Amazon.*."
66,Furniture Mover with Bellhop,Bellhop,From $26 an hour,"Make Great Money- Make $26+ per hour as a Driver/Mover OR up to $21 per hour as a General Mover, including tips and bonuses."
67,Warehouse/Shopper Team Member,Amazon HVH,,"If you need flexibility in your schedule, this job allows you to choose from available shifts each week to create your own.Work a set, full-time schedule."
68,Restaurant Server,Hillstone - Coral Gables,$150 - $500 a day,"Previous experience not required; In depth training provided from the outset.Competitive compensation, averaging between $200-$500 in tips per shift."
69,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
70,Order Selector | 2nd Shift | Monday-Friday| $16/hour,Bunzl,$16 an hour,"The Warehouse Order Selector will perform a variety of functions that may include receiving and processing incoming stock, picking and filling orders from stock…"
71,"Sales, Cashier and Stockroom Associates",ZARA,,The sales associate is responsible for greeting and assisting the customers as well as maintaining the appearance of the store and the merchandise.
72,Administrator or Dean Positions,Sports Leadership and Management Charter School,"$55,000 - $100,000 a year","SLAM provides students with unique access to career mentors, athletes as role models, and executive internships through educational partnerships with local and…"
73,Mission Support Specialist,US Department of Homeland Security,"$46,083 - $59,907 a year","Coordinating office moves and telephone service requirements, monitoring usage of government/company owned motor vehicles."
74,,U.S. Customs and Border Protection,,"Search Terms: *airport customs, armed security, army, bike patrol, border patrol, border security, coast guard, customs and immigration, customs officer, dhs,…"
75,Teachers - All Subject Areas (1 Year Experience Required),Sports Leadership and Management Charter School,"$42,000 - $80,000 a year","SLAM provides students with unique access to career mentors, athletes as role models, and executive internships through educational partnerships with local and…"
76,Auto Glass Technician Trainee - $17/hr,Safelite Fulfillment Inc,$17 an hour,This includes obeying all traffic laws and regulations and maintaining a valid driver's license with a driving record that falls within the Company requirements…
77,Front Desk Receptionist / Team Member (Full-Time),Gee Beauty,$18 - $24 an hour,"Process payments and rebook services.2+ years of customer service experience in a retail environment (experience in beauty, skincare or hospitality an asset)…"
78,Administrative Assistant,Watch Commerce,"$31,800 a year",Customer service & reception in-person/via telephone/via email.E-Commerce Order Fulfillment & Shipping.Product Prep / labeling/ packaging / inventory.
79,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
80,Delivery Driver for Amazon Flex,Amazon Flex,$15 - $30 an hour,"Smiles for miles and miles, backed by Amazon.*."
81,Administrator or Dean Positions,Sports Leadership and Management Charter School,"$55,000 - $100,000 a year","SLAM provides students with unique access to career mentors, athletes as role models, and executive internships through educational partnerships with local and…"
82,Furniture Mover with Bellhop,Bellhop,From $26 an hour,"Make Great Money- Make $26+ per hour as a Driver/Mover OR up to $21 per hour as a General Mover, including tips and bonuses."
83,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
84,,Safelite Fulfillment Inc,$17 an hour,This includes obeying all traffic laws and regulations and maintaining a valid driver's license with a driving record that falls within the Company requirements…
85,Restaurant Server,Hillstone - Coral Gables,$150 - $500 a day,"Previous experience not required; In depth training provided from the outset.Competitive compensation, averaging between $200-$500 in tips per shift."
86,Warehouse/Shopper Team Member,Amazon HVH,,"If you need flexibility in your schedule, this job allows you to choose from available shifts each week to create your own.Work a set, full-time schedule."
87,Order Selector | 2nd Shift | Monday-Friday| $16/hour,Bunzl,$16 an hour,"The Warehouse Order Selector will perform a variety of functions that may include receiving and processing incoming stock, picking and filling orders from stock…"
88,"Sales, Cashier and Stockroom Associates",ZARA,,The sales associate is responsible for greeting and assisting the customers as well as maintaining the appearance of the store and the merchandise.
89,Smoothie Prep,Pura Vida Miami,Up to $14 an hour,You will be responsible for taking guests orders on the POS ensuring all transactions are accurate and complete.Earn additional compensation in tips.
90,Front Desk Receptionist / Team Member (Full-Time),Gee Beauty,$18 - $24 an hour,"Process payments and rebook services.2+ years of customer service experience in a retail environment (experience in beauty, skincare or hospitality an asset)…"
91,Border Patrol Agent,U.S. Customs and Border Protection,,"Search Terms: *airport customs, armed security, army, bike patrol, border patrol, border security, coast guard, customs and immigration, customs officer, dhs,…"
92,Teachers - All Subject Areas (1 Year Experience Required),Sports Leadership and Management Charter School,"$42,000 - $80,000 a year","SLAM provides students with unique access to career mentors, athletes as role models, and executive internships through educational partnerships with local and…"
93,Part-Time Cashier,ALDI,$13.50 an hour,Meet any state and local requirements for handling and selling alcoholic beverages.Adheres to cash policies and procedures to minimize losses.
94,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
95,Kitchen Shift Leader / Jefe de partida,Peacock Garden Resto Bar & Grill,$17 - $18 an hour,Knowledge of all kitchen stations with a readily mentality to fill in for and/or assist cooks to ensure that the kitchen operates smoothly.
96,Furniture Mover with Bellhop,Bellhop,From $26 an hour,"Make Great Money- Make $26+ per hour as a Driver/Mover OR up to $21 per hour as a General Mover, including tips and bonuses."
97,,U.S. Customs and Border Protection,,"Search Terms: *airport customs, armed security, army, bike patrol, border patrol, border security, coast guard, customs and immigration, customs officer, dhs,…"
98,Administrator or Dean Positions,Sports Leadership and Management Charter School,"$55,000 - $100,000 a year","SLAM provides students with unique access to career mentors, athletes as role models, and executive internships through educational partnerships with local and…"
99,Certified Electrologist with experience in Laser Hair Remova...,DaVinciMedEsthetic,$12.25 - $18.00 an hour,"Able to work under pressure.Able to work monday through saturday, and holidays.Job Types: Full-time, Part-time.Laser hair removal: 1 year (Preferred)."
100,Bartender,Redfish by Chef Adrianne,$8 - $9 an hour,"Handling cash, credit, and debit card transactions, ensuring charges are accurate and returning correct change to patrons, balancing the cash register."
101,Delivery Driver for Amazon Flex,Amazon Flex,$15 - $30 an hour,"Smiles for miles and miles, backed by Amazon.*."
102,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
103,Warehouse/Shopper Team Member,Amazon HVH,,"If you need flexibility in your schedule, this job allows you to choose from available shifts each week to create your own.Work a set, full-time schedule."
104,Part-Time Stocker,ALDI,$13.50 an hour,"When you join our team as a Stocker, you’ll be responsible for stocking, organizing new incoming inventory and safely operating machinery."
105,Part-Time Cashier,ALDI,$13.50 an hour,Meet any state and local requirements for handling and selling alcoholic beverages.Adheres to cash policies and procedures to minimize losses.
106,Marketing Assistant,Odyssey Marketing Group,"$2,600 - $3,100 a month",A good job for someone just entering the workforce or returning to the workforce with limited experience and education.High school or equivalent (Preferred).
107,Delivery Associate,Amazon DSP,$15.00 - $15.01 an hour,Must be comfortable driving and working in varying weather conditions.Able to get in and out of van and walk up and down stairs through your shift.
108,Crew,Trader Joe's,$14 - $17 an hour,Operating the cash register in a fun and efficient manner.Our Crew Members create a warm and friendly shopping experience in our stores.
109,Mission Support Specialist,US Department of Homeland Security,"$46,083 - $59,907 a year","Coordinating office moves and telephone service requirements, monitoring usage of government/company owned motor vehicles."
110,Beverage Cart Attendant - OC,Trump International Hotels,,"Ability to effectively present information in one-on-one and small group situations to guests, clients, and other employees of the organization."
111,MACHINE OPERATOR FOR MULTI HEAD SCALE & VERTICAL BAGGER LINE,Meel Corp,"$45,000 - $55,000 a year",Perform minor mechanical duties including minor repair of all line equipment.Actively develop solutions to limit operational downtime.
112,Empacadora Toallitas Humedas 1er turno,Confidential Priviately-Held Company,$10 an hour,"Se trabaja de lunes a sabado, 40 horas + OVERTIME GARANTIZADO.Se requiere tener Agilidad fisica/rapidez.DEBE ESTAR AUTORIZADO PARA TRABAJAR EN LOS ESTADOS…"
113,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
114,Delivery Driver for Amazon Flex,Amazon Flex,$15 - $30 an hour,"Smiles for miles and miles, backed by Amazon.*."
115,Warehouse/Shopper Team Member,Amazon HVH,,"If you need flexibility in your schedule, this job allows you to choose from available shifts each week to create your own.Work a set, full-time schedule."
116,Furniture Mover with Bellhop,Bellhop,From $26 an hour,"Make Great Money- Make $26+ per hour as a Driver/Mover OR up to $21 per hour as a General Mover, including tips and bonuses."
117,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
118,Restaurant Server,Hillstone - Coral Gables,$150 - $500 a day,"Previous experience not required; In depth training provided from the outset.Competitive compensation, averaging between $200-$500 in tips per shift."
119,Mission Support Specialist,US Department of Homeland Security,"$46,083 - $59,907 a year","Coordinating office moves and telephone service requirements, monitoring usage of government/company owned motor vehicles."
120,"Sales, Cashier and Stockroom Associates",ZARA,,The sales associate is responsible for greeting and assisting the customers as well as maintaining the appearance of the store and the merchandise.
121,Order Selector | 2nd Shift | Monday-Friday| $16/hour,Bunzl,$16 an hour,"The Warehouse Order Selector will perform a variety of functions that may include receiving and processing incoming stock, picking and filling orders from stock…"
122,Administrator or Dean Positions,Sports Leadership and Management Charter School,"$55,000 - $100,000 a year","SLAM provides students with unique access to career mentors, athletes as role models, and executive internships through educational partnerships with local and…"
123,Teachers - All Subject Areas (1 Year Experience Required),Sports Leadership and Management Charter School,"$42,000 - $80,000 a year","SLAM provides students with unique access to career mentors, athletes as role models, and executive internships through educational partnerships with local and…"
124,,Safelite Fulfillment Inc,$17 an hour,This includes obeying all traffic laws and regulations and maintaining a valid driver's license with a driving record that falls within the Company requirements…
125,Delivery Associate,Amazon DSP,$15.00 - $15.01 an hour,Must be comfortable driving and working in varying weather conditions.Able to get in and out of van and walk up and down stairs through your shift.
126,Border Patrol Agent,U.S. Customs and Border Protection,,"Search Terms: *airport customs, armed security, army, bike patrol, border patrol, border security, coast guard, customs and immigration, customs officer, dhs,…"
127,Front Desk Receptionist / Team Member (Full-Time),Gee Beauty,$18 - $24 an hour,"Process payments and rebook services.2+ years of customer service experience in a retail environment (experience in beauty, skincare or hospitality an asset)…"
128,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
129,Administrator or Dean Positions,Sports Leadership and Management Charter School,"$55,000 - $100,000 a year","SLAM provides students with unique access to career mentors, athletes as role models, and executive internships through educational partnerships with local and…"
130,Delivery Driver for Amazon Flex,Amazon Flex,$15 - $30 an hour,"Smiles for miles and miles, backed by Amazon.*."
131,Furniture Mover with Bellhop,Bellhop,From $26 an hour,"Make Great Money- Make $26+ per hour as a Driver/Mover OR up to $21 per hour as a General Mover, including tips and bonuses."
132,Warehouse/Shopper Team Member,Amazon HVH,,"If you need flexibility in your schedule, this job allows you to choose from available shifts each week to create your own.Work a set, full-time schedule."
133,"Sales, Cashier and Stockroom Associates",ZARA,,The sales associate is responsible for greeting and assisting the customers as well as maintaining the appearance of the store and the merchandise.
134,Teachers - All Subject Areas (1 Year Experience Required),Sports Leadership and Management Charter School,"$42,000 - $80,000 a year","SLAM provides students with unique access to career mentors, athletes as role models, and executive internships through educational partnerships with local and…"
135,Restaurant Server,Hillstone - Coral Gables,$150 - $500 a day,"Previous experience not required; In depth training provided from the outset.Competitive compensation, averaging between $200-$500 in tips per shift."
136,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
137,,Safelite Fulfillment Inc,$17 an hour,This includes obeying all traffic laws and regulations and maintaining a valid driver's license with a driving record that falls within the Company requirements…
138,Border Patrol Agent,U.S. Customs and Border Protection,,"Search Terms: *airport customs, armed security, army, bike patrol, border patrol, border security, coast guard, customs and immigration, customs officer, dhs,…"
139,Order Selector | 2nd Shift | Monday-Friday| $16/hour,Bunzl,$16 an hour,"The Warehouse Order Selector will perform a variety of functions that may include receiving and processing incoming stock, picking and filling orders from stock…"
140,Mission Support Specialist,US Department of Homeland Security,"$46,083 - $59,907 a year","Coordinating office moves and telephone service requirements, monitoring usage of government/company owned motor vehicles."
141,Front Desk Receptionist / Team Member (Full-Time),Gee Beauty,$18 - $24 an hour,"Process payments and rebook services.2+ years of customer service experience in a retail environment (experience in beauty, skincare or hospitality an asset)…"
142,Apprentice Plumber,Roto-Rooter Plumbing & Drain Service,"$55,000 a year","A valid driver’s license.A mechanical aptitude is desirable, but prior plumbing experience is not necessary.Make the necessary repairs for the customer."
143,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
144,Delivery Driver for Amazon Flex,Amazon Flex,$15 - $30 an hour,"Smiles for miles and miles, backed by Amazon.*."
145,Administrator or Dean Positions,Sports Leadership and Management Charter School,"$55,000 - $100,000 a year","SLAM provides students with unique access to career mentors, athletes as role models, and executive internships through educational partnerships with local and…"
146,Furniture Mover with Bellhop,Bellhop,From $26 an hour,"Make Great Money- Make $26+ per hour as a Driver/Mover OR up to $21 per hour as a General Mover, including tips and bonuses."
147,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
148,,Safelite Fulfillment Inc,$17 an hour,This includes obeying all traffic laws and regulations and maintaining a valid driver's license with a driving record that falls within the Company requirements…
149,Warehouse/Shopper Team Member,Amazon HVH,,"If you need flexibility in your schedule, this job allows you to choose from available shifts each week to create your own.Work a set, full-time schedule."
150,Restaurant Server,Hillstone - Coral Gables,$150 - $500 a day,"Previous experience not required; In depth training provided from the outset.Competitive compensation, averaging between $200-$500 in tips per shift."
151,"Sales, Cashier and Stockroom Associates",ZARA,,The sales associate is responsible for greeting and assisting the customers as well as maintaining the appearance of the store and the merchandise.
152,Order Selector | 2nd Shift | Monday-Friday| $16/hour,Bunzl,$16 an hour,"The Warehouse Order Selector will perform a variety of functions that may include receiving and processing incoming stock, picking and filling orders from stock…"
153,Part-Time Cashier,ALDI,$13.50 an hour,Meet any state and local requirements for handling and selling alcoholic beverages.Adheres to cash policies and procedures to minimize losses.
154,Swim Instructor $35-45 per hour,Swimming School of Miami,$35 - $45 an hour,"Water Safety Instructor (WSI) certification recommended, but not required.Swimming School Miami are looking for experienced, reliable, kid-friendly and…"
155,Smoothie Prep,Pura Vida Miami,Up to $14 an hour,You will be responsible for taking guests orders on the POS ensuring all transactions are accurate and complete.Earn additional compensation in tips.
156,Front Desk Receptionist / Team Member (Full-Time),Gee Beauty,$18 - $24 an hour,"Process payments and rebook services.2+ years of customer service experience in a retail environment (experience in beauty, skincare or hospitality an asset)…"
157,Marketing Assistant,Odyssey Marketing Group,"$2,600 - $3,100 a month",A good job for someone just entering the workforce or returning to the workforce with limited experience and education.High school or equivalent (Preferred).
158,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
159,Delivery Driver for Amazon Flex,Amazon Flex,$15 - $30 an hour,"Smiles for miles and miles, backed by Amazon.*."
160,Administrator or Dean Positions,Sports Leadership and Management Charter School,"$55,000 - $100,000 a year","SLAM provides students with unique access to career mentors, athletes as role models, and executive internships through educational partnerships with local and…"
161,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
162,Furniture Mover with Bellhop,Bellhop,From $26 an hour,"Make Great Money- Make $26+ per hour as a Driver/Mover OR up to $21 per hour as a General Mover, including tips and bonuses."
163,,Safelite Fulfillment Inc,$17 an hour,This includes obeying all traffic laws and regulations and maintaining a valid driver's license with a driving record that falls within the Company requirements…
164,Restaurant Server,Hillstone - Coral Gables,$150 - $500 a day,"Previous experience not required; In depth training provided from the outset.Competitive compensation, averaging between $200-$500 in tips per shift."
165,Order Selector | 2nd Shift | Monday-Friday| $16/hour,Bunzl,$16 an hour,"The Warehouse Order Selector will perform a variety of functions that may include receiving and processing incoming stock, picking and filling orders from stock…"
166,Smoothie Prep,Pura Vida Miami,Up to $14 an hour,You will be responsible for taking guests orders on the POS ensuring all transactions are accurate and complete.Earn additional compensation in tips.
167,Front Desk Receptionist / Team Member (Full-Time),Gee Beauty,$18 - $24 an hour,"Process payments and rebook services.2+ years of customer service experience in a retail environment (experience in beauty, skincare or hospitality an asset)…"
168,Part-Time Cashier,ALDI,$13.50 an hour,Meet any state and local requirements for handling and selling alcoholic beverages.Adheres to cash policies and procedures to minimize losses.
169,Mission Support Specialist,US Department of Homeland Security,"$46,083 - $59,907 a year","Coordinating office moves and telephone service requirements, monitoring usage of government/company owned motor vehicles."
170,Delivery Associate,Amazon DSP,$15.00 - $15.01 an hour,Must be comfortable driving and working in varying weather conditions.Able to get in and out of van and walk up and down stairs through your shift.
171,Teachers - All Subject Areas (1 Year Experience Required),Sports Leadership and Management Charter School,"$42,000 - $80,000 a year","SLAM provides students with unique access to career mentors, athletes as role models, and executive internships through educational partnerships with local and…"
172,Border Patrol Agent,U.S. Customs and Border Protection,,"Search Terms: *airport customs, armed security, army, bike patrol, border patrol, border security, coast guard, customs and immigration, customs officer, dhs,…"
173,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
174,Delivery Driver for Amazon Flex,Amazon Flex,$15 - $30 an hour,"Smiles for miles and miles, backed by Amazon.*."
175,Administrator or Dean Positions,Sports Leadership and Management Charter School,"$55,000 - $100,000 a year","SLAM provides students with unique access to career mentors, athletes as role models, and executive internships through educational partnerships with local and…"
176,Furniture Mover with Bellhop,Bellhop,From $26 an hour,"Make Great Money- Make $26+ per hour as a Driver/Mover OR up to $21 per hour as a General Mover, including tips and bonuses."
177,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
